,hash_id,Vlak,Vecerka,Obchod,Bus,Skola,Skolka,Lekar,Hospoda,Restaurace,Metro,Tram,date_update,building_type,building_condition,building_location,area_net,price_note,energy_efficient_rating,building_floor_type,building_floor,garage,swimming_pool,area_landplot,cellar,house_location,price,lat,lon,locality,region,lat_cen,lon_cen,city_dist
706,846165068,634.0,423.0,617.0,208.0,353.0,46.0,456.0,1054.0,404.0,4873.0,424.0,01.08.2023,Cihlová,Dobrý,,183.0,cena včetně provize RK a právního servisu,G,Patrový,3,1,,315.0,,,22500000,50.008228,14.40904,"Vojtova, Praha - Modřany",10,50.0875,14.4213889,8.858636706639636
707,3781248076,713.0,119.0,114.0,117.0,262.0,271.0,170.0,944.0,506.0,1395.0,635.0,01.01.2024,Smíšená,Velmi dobrý,Centrum obce,182.0,"Uvedená cena zahrnuje kompletní realitní, finanční a právní servis, zajištěný ze strany realitní kanceláře.",G,Patrový,3,,,396.0,,Řadový,17500000,50.056587,14.499151,"Jabloňová, Praha 10 - Záběhlice",10,50.0875,14.4213889,6.527983658822226
708,1325220940,726.0,245.0,2892.0,116.0,596.0,214.0,900.0,655.0,335.0,3388.0,0.0,02.08.2023,Cihlová,Velmi dobrý,,178.0,,G,Patrový,,1,,600.0,,Samostatný,13800000,50.11742,14.620687,"Otovická, Praha 9 - Horní Počernice",10,50.0875,14.4213889,14.598544473544399
709,1149633612,854.0,550.0,221.0,166.0,656.0,659.0,1062.0,1081.0,158.0,1027.0,1040.0,03.10.2023,Cihlová,Dobrý,,380.0,,G,Patrový,3,1,,588.0,6,Samostatný,19998000,50.05727,14.333375,"K Fialce, Praha 5 - Stodůlky",10,50.0875,14.4213889,7.124169293879809
712,4063253580,1202.0,527.0,348.0,89.0,208.0,283.0,469.0,524.0,247.0,479.0,541.0,Včera,Smíšená,Velmi dobrý,Centrum obce,141.0,Cena včetně právních služeb a provize RK,G,Patrový,3,,,232.0,1,Řadový,12875000,50.072788,14.506948,"Dobročovická, Praha 10 - Strašnice",10,50.0875,14.4213889,6.320487560727081
713,1123365964,714.0,525.0,1684.0,229.0,340.0,424.0,449.0,638.0,223.0,2242.0,4344.0,26.11.2023,Cihlová,Dobrý,Centrum obce,173.0,cena k jednání,B,Patrový,2,,,366.0,,Samostatný,14000000,50.109322,14.606263,"Vysokovská, Praha 9 - Horní Počernice",10,50.0875,14.4213889,13.408144801410113
714,3357619788,1406.0,480.0,764.0,30.0,236.0,310.0,3066.0,625.0,369.0,1895.0,747.0,28.12.2023,Cihlová,Velmi dobrý,Centrum obce,320.0,včetně provize a právního servisu,G,Patrový,2,1,,400.0,1,Samostatný,25990000,50.070656,14.31469,"Gallašova, Praha 6 - Řepy",10,50.0875,14.4213889,7.840712481629568
715,1044321356,481.0,633.0,1387.0,300.0,129.0,336.0,1908.0,1156.0,452.0,3090.0,525.0,28.11.2023,Cihlová,Dobrý,Centrum obce,180.0,cena je včetně provize a veškerého právního servisu,G,Patrový,2,,,928.0,1,Samostatný,29900000,50.027981,14.413191,"Nad branickým pivovarem, Praha 4 - Braník",10,50.0875,14.4213889,6.644036330745202
716,1884697676,2963.0,420.0,1786.0,122.0,582.0,221.0,1854.0,1528.0,96.0,1993.0,1229.0,29.01.2024,Cihlová,Novostavba,Centrum obce,285.0,cena je včetně provize a veškerého právního servisu,B,Patrový,3,1,,296.0,1,Řadový,25000000,50.14378,14.478664,"Květnová, Praha 8 - Ďáblice",10,50.0875,14.4213889,7.472694001897137
719,3690226764,1725.0,251.0,1246.0,487.0,264.0,178.0,1083.0,732.0,246.0,514.0,63.0,15.01.2024,Cihlová,Dobrý,,90.0,,G,Patrový,2,,,94.0,,Rohový,12499000,50.07666,14.495523,"Dvouletky, Praha 10 - Strašnice",10,50.0875,14.4213889,5.425255860892731
723,1282368588,621.0,246.0,1211.0,294.0,314.0,128.0,2741.0,1757.0,271.0,1748.0,684.0,16.01.2024,Smíšená,Před rekonstrukcí,Klidná část obce,400.0,,G,Patrový,2 včetně 1 podzemního,,1.0,504.0,,Rohový,15200000,50.080833,14.317758,"Nad Manovkou, Praha 6 - Ruzyně",10,50.0875,14.4213889,7.431084825434498
724,2827707468,994.0,216.0,1047.0,144.0,577.0,212.0,2203.0,385.0,388.0,1636.0,2676.0,02.01.2024,Cihlová,Velmi dobrý,Centrum obce,128.0,Včetně provize a veškerého právního servisu.,G,Patrový,2,,,841.0,,Samostatný,16950000,50.140392,14.515311,"Prachatická, Praha 9 - Letňany",10,50.0875,14.4213889,8.912996442859663
726,3747640396,1045.0,256.0,985.0,193.0,521.0,191.0,3952.0,1172.0,284.0,3082.0,4343.0,15.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,208.0,,G,Patrový,2 včetně 1 podzemního,,,609.0,1,Samostatný,9320000,50.150879,14.533731,"Cukrovarská, Praha 9 - Čakovice",10,50.0875,14.4213889,10.668709523506026
727,1211331660,1891.0,607.0,0.0,590.0,825.0,366.0,2221.0,608.0,588.0,0.0,0.0,18.01.2024,Cihlová,Velmi dobrý,Klidná část obce,151.0,Uvedená cena zahrnuje provizi realitní kanceláři.,D,Patrový,2,1,,425.0,,,13990000,50.07019,14.661347,"Šlitrova, Praha 9 - Újezd nad Lesy",10,50.0875,14.4213889,17.23063071887404
729,1075737676,355.0,417.0,396.0,323.0,499.0,278.0,485.0,1148.0,177.0,1039.0,295.0,14.07.2023,Cihlová,Dobrý,,235.0,,D,Patrový,,1,,413.0,1,,14990000,50.05933,14.501665,"Pivoňková, Praha - Záběhlice",10,50.0875,14.4213889,6.52935644025841
730,685230428,307.0,641.0,975.0,120.0,619.0,618.0,3244.0,1892.0,0.0,2375.0,731.0,09.01.2024,Cihlová,Projekt,,196.0,,C,Patrový,2,,,214.0,,V bloku,23990000,50.081448,14.308743,"Ztracená, Praha 6 - Ruzyně",10,50.0875,14.4213889,8.065301937989949
731,2659124300,307.0,641.0,975.0,120.0,619.0,618.0,3244.0,1892.0,0.0,2375.0,731.0,09.01.2024,Cihlová,Projekt,,147.0,,B,Patrový,2,,,183.0,,Řadový,17990000,50.081448,14.308743,"Ztracená, Praha 6 - Ruzyně",10,50.0875,14.4213889,8.065301937989949
732,2960684108,3039.0,484.0,1717.0,34.0,682.0,322.0,1812.0,1441.0,12.0,1899.0,1155.0,Dnes,Cihlová,Novostavba,,155.0,,B,Patrový,2,1,,389.0,,Řadový,19990000,50.143066,14.477733,"Květnová, Praha - Ďáblice",10,50.0875,14.4213889,7.369953657025349
733,370541644,1479.0,293.0,1279.0,56.0,426.0,376.0,1548.0,1125.0,589.0,1353.0,1024.0,02.12.2023,Cihlová,Před rekonstrukcí,Klidná část obce,200.0,,G,Patrový,3 včetně 1 podzemního,,,277.0,1,Řadový,23000000,50.108753,14.375386,"Na Pískách, Praha 6 - Dejvice",10,50.0875,14.4213889,4.043754763266237
734,3786459484,307.0,641.0,975.0,120.0,619.0,618.0,3244.0,1892.0,0.0,2375.0,731.0,09.01.2024,Cihlová,Projekt,,208.0,,C,Patrový,2,,,281.0,,V bloku,24490000,50.083252,14.309285,"Ztracená, Praha 6 - Ruzyně",10,50.0875,14.4213889,8.012292127864827
735,465110092,3333.0,252.0,2327.0,176.0,336.0,422.0,1119.0,382.0,192.0,2763.0,1901.0,24.11.2023,Cihlová,Novostavba,,340.0,,C,Patrový,3 včetně 1 podzemního,68,,632.0,68,,21900000,50.148083,14.441571,"Kadaňská, Praha 8 - Dolní Chabry",10,50.0875,14.4213889,6.888495716527577
736,1704916812,1440.0,472.0,772.0,38.0,203.0,373.0,489.0,684.0,1104.0,1688.0,274.0,18.01.2024,Cihlová,Po rekonstrukci,,148.0,Cena: 22 000 000 Kč,,Patrový,2,1,,241.0,1,V bloku,22000000,50.089897,14.489347,"Na Jarově, Praha 3 - Žižkov",10,50.0875,14.4213889,4.855639676289872
738,3899926092,1783.0,273.0,1548.0,124.0,176.0,421.0,1078.0,694.0,310.0,2092.0,1459.0,18.06.2023,Cihlová,Velmi dobrý,Klidná část obce,175.0,"včetně provize, včetně právního servisu",G,Patrový,4,1,,244.0,,Řadový,14449000,50.021572,14.46142,"V Štíhlách, Praha 4 - Krč",10,50.0875,14.4213889,7.868256053348233
739,18551884,1845.0,297.0,286.0,296.0,177.0,342.0,3375.0,1394.0,341.0,2698.0,1484.0,21.01.2024,Cihlová,Novostavba,Klidná část obce,131.0,,B,Patrový,2,,,185.0,,Řadový,15491000,50.069122,14.551865,"Pod Areálem, Praha - Štěrboholy",10,50.0875,14.4213889,9.532169515731846
740,3373409356,718.0,518.0,1850.0,149.0,316.0,465.0,464.0,480.0,350.0,2418.0,4519.0,22.01.2024,Cihlová,Dobrý,,240.0,,G,Patrový,4 včetně 1 podzemního,,,360.0,40,Rohový,18900000,50.110332,14.611115,"Trní, Praha - Horní Počernice",10,50.0875,14.4213889,13.768782208202097
742,1101018188,1320.0,302.0,628.0,187.0,517.0,326.0,739.0,474.0,496.0,669.0,2109.0,18.11.2023,Smíšená,Ve výstavbě,Klidná část obce,126.0,,B,Patrový,3,1,,144.0,1,Řadový,19450000,50.041843,14.341393,"Velichovská, Praha 5 - Stodůlky",10,50.0875,14.4213889,7.640558928556907
743,1117795404,1320.0,302.0,628.0,187.0,517.0,326.0,739.0,474.0,496.0,669.0,2109.0,09.12.2023,Smíšená,Ve výstavbě,Klidná část obce,126.0,,B,Patrový,3,1,,144.0,1,Řadový,18660000,50.041843,14.341393,"Velichovská, Praha 5 - Stodůlky",10,50.0875,14.4213889,7.640558928556907
744,3701224524,777.0,673.0,692.0,97.0,356.0,86.0,2728.0,1793.0,612.0,1832.0,767.0,Dnes,Cihlová,Velmi dobrý,Klidná část obce,162.0,včetně provice RK,,Patrový,3,1,,220.0,,Řadový,21590000,50.11676,14.386644,"Matějská, Praha 6 - Dejvice",10,50.0875,14.4213889,4.089824889576391
746,1881990220,1475.0,347.0,522.0,208.0,323.0,179.0,754.0,700.0,151.0,4872.0,308.0,22.11.2023,Cihlová,Před rekonstrukcí,Klidná část obce,248.0,,G,Patrový,3 včetně 1 podzemního,1,,538.0,1,Samostatný,13999999,50.002819,14.423673,"Mezihorská, Praha 4 - Modřany",10,50.0875,14.4213889,9.417510070955098
748,3941058908,307.0,641.0,975.0,120.0,619.0,618.0,3244.0,1892.0,0.0,2375.0,731.0,09.01.2024,Cihlová,Projekt,,147.0,,C,Patrový,2,,,183.0,,Řadový,17990000,50.083153,14.309163,"Ztracená, Praha 6 - Ruzyně",10,50.0875,14.4213889,8.021645483691668
749,2238940236,1738.0,231.0,1402.0,171.0,532.0,478.0,4235.0,354.0,370.0,3991.0,4642.0,30.07.2023,Montovaná,Dobrý,Klidná část obce,150.0,,G,Patrový,2,,,850.0,,Řadový,16500000,50.144997,14.574333,"Dražkovská, Praha 9 - Vinoř",10,50.0875,14.4213889,12.641128926607617
751,2553386060,916.0,339.0,718.0,683.0,448.0,402.0,1080.0,1770.0,345.0,518.0,404.0,Včera,Cihlová,Novostavba,Klidná část obce,152.0,,B,Patrový,,1,,262.0,,,18190000,50.106956,14.510207,Praha 9,10,50.0875,14.4213889,6.694597897025266
752,3911291980,916.0,339.0,718.0,683.0,448.0,402.0,1080.0,1770.0,345.0,518.0,404.0,03.01.2024,Cihlová,Novostavba,,152.0,,B,Patrový,,1,,230.0,,,17470000,50.106956,14.510207,Praha 9,10,50.0875,14.4213889,6.694597897025266
753,3254293580,916.0,339.0,718.0,683.0,448.0,402.0,1080.0,1770.0,345.0,518.0,404.0,03.01.2024,Cihlová,Novostavba,,107.0,,B,Patrový,,,,191.0,,,13590000,50.106956,14.510207,Praha 9,10,50.0875,14.4213889,6.694597897025266
754,3651880780,1311.0,98.0,601.0,48.0,233.0,180.0,1766.0,595.0,211.0,1578.0,2206.0,13.11.2023,Cihlová,Před rekonstrukcí,Sídliště,204.0,,G,Patrový,2 včetně 1 podzemního,1,,519.0,1,Rohový,17500000,50.139183,14.509034,"Jablunkovská, Praha 9 - Letňany",10,50.0875,14.4213889,8.490262185144374
755,753100620,4677.0,48.0,795.0,41.0,271.0,64.0,2311.0,111.0,44.0,4378.0,1603.0,08.11.2023,Cihlová,Velmi dobrý,,180.0,,,Patrový,,1,,346.0,,,17990000,49.99453,14.467896,Praha 4 - Písnice,10,50.0875,14.4213889,10.858204626223587
757,2222655308,1828.0,336.0,324.0,188.0,302.0,476.0,3310.0,1256.0,420.0,2835.0,1629.0,22.01.2024,Smíšená,Novostavba,,159.0,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu, cena k jednání",B,Patrový,,1,,371.0,,Rohový,21199000,50.06823,14.55274,"Rathouského, Praha 10 - Štěrboholy",10,50.0875,14.4213889,9.614867555436522
758,1423173980,1051.0,371.0,127.0,95.0,171.0,396.0,385.0,312.0,68.0,314.0,749.0,Včera,Cihlová,Dobrý,,130.0,včetně provize RK,,Patrový,1. podlaží z celkem 2 včetně 1 podzemního,,,392.0,1,Rohový,14500000,50.071117,14.508664,"Úvalská, Praha 10 - Strašnice",10,50.0875,14.4213889,6.488639875647494
759,840669004,995.0,423.0,1446.0,343.0,336.0,555.0,1828.0,382.0,273.0,3419.0,1453.0,28.08.2023,Cihlová,Velmi dobrý,,280.0,,G,Patrový,3,1,,320.0,,,16500000,50.055141,14.557739,"Za Zahradami, Praha - Dolní Měcholupy",10,50.0875,14.4213889,10.375037296128447
760,362313292,1313.0,553.0,1562.0,162.0,386.0,617.0,484.0,2095.0,119.0,1969.0,740.0,05.01.2024,Smíšená,Dobrý,,137.0,cena včetně provize a právních služeb,G,Patrový,2,,,221.0,,Samostatný,9750000,50.053951,14.49297,"Dolní Chaloupky, Praha 10 - Záběhlice",10,50.0875,14.4213889,6.325770328578116
762,1527354956,794.0,751.0,2258.0,123.0,691.0,964.0,2525.0,943.0,629.0,2334.0,2466.0,27.11.2023,Cihlová,Před rekonstrukcí,Klidná část obce,130.0,,,Patrový,3 včetně 1 podzemního,,,895.0,1,Samostatný,17680000,50.127914,14.558643,"Borovnická, Praha 9 - Kbely",10,50.0875,14.4213889,10.770487470692109
764,108550492,3289.0,2168.0,4193.0,600.0,645.0,1835.0,0.0,2745.0,530.0,0.0,0.0,07.03.2023,Cihlová,Ve výstavbě,,114.0,cena včetně DPH,C,Patrový,2,1,,263.0,,Řadový,11988000,50.040207,14.64045,"K Markétě, Praha 10 - Královice",10,50.0875,14.4213889,16.497122764336744
765,2310949724,1930.0,1072.0,2073.0,243.0,162.0,76.0,3074.0,881.0,368.0,2834.0,2158.0,29.01.2024,Cihlová,Novostavba,Klidná část obce,264.0,,B,Patrový,3 včetně 1 podzemního,2,,373.0,5,Řadový,24943000,50.12859,14.363561,Praha 6 - Praha-Lysolaje,10,50.0875,14.4213889,6.154884861986413
766,562432604,1930.0,1072.0,2073.0,243.0,162.0,76.0,3074.0,881.0,368.0,2834.0,2158.0,29.01.2024,Cihlová,Novostavba,Klidná část obce,233.0,,B,Patrový,2,42,,466.0,,Samostatný,27208000,50.128056,14.36407,Praha 6 - Praha-Lysolaje,10,50.0875,14.4213889,6.086513993049432
770,2376369484,2788.0,69.0,2957.0,32.0,15.0,186.0,6412.0,1844.0,48.0,0.0,0.0,30.01.2024,Cihlová,Novostavba,,108.0,"včetně DPH, včetně provize",B,Patrový,,,,294.0,,Samostatný,8279000,50.130562,14.729934,"Nehvizdy, okres Praha-východ",11,50.0875,14.4213889,22.518084898809136
771,3284702540,1009.0,907.0,3029.0,156.0,941.0,897.0,0.0,2823.0,378.0,0.0,0.0,Dnes,Cihlová,Před rekonstrukcí,Klidná část obce,164.0,,G,Patrový,2,1,1.0,1114.0,1,Samostatný,9200000,50.046257,15.15419,"Sluneční, Nová Ves I - Ohrada",11,50.0875,14.4213889,52.504310163051244
772,4172670284,0.0,433.0,5550.0,199.0,180.0,1344.0,5316.0,422.0,1004.0,0.0,0.0,Dnes,Cihlová,Dobrý,,322.0,"Cena zahrnuje provizi RK, právní a finanční servis.",G,Patrový,4 včetně 1 podzemního,,,1518.0,1,Samostatný,12990000,49.932751,14.51117,"Luční, Psáry",11,50.0875,14.4213889,18.364441814315164
774,2929321292,107.0,1391.0,0.0,77.0,2441.0,1337.0,0.0,105.0,2444.0,0.0,0.0,Dnes,Smíšená,Dobrý,Klidná část obce,150.0,Cena uvedena vč. právního servisu a provize.,G,Patrový,2,,,1413.0,1,Samostatný,5000000,49.879345,14.349342,"Hvozdnice, okres Praha-západ",11,50.0875,14.4213889,23.71208432793369
775,2765083980,3224.0,157.0,1915.0,232.0,1512.0,692.0,4528.0,1668.0,398.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,Klidná část obce,135.0,Cena uvedena vč. právního servisu a provize.,G,Patrový,2,,,249.0,,Řadový,14500000,49.991722,14.59682,"Za Hotelem, Nupaky",11,50.0875,14.4213889,16.443464240392437
776,1594823756,1898.0,1133.0,1633.0,67.0,576.0,576.0,2388.0,1726.0,1242.0,0.0,0.0,Dnes,Cihlová,Novostavba,Klidná část obce,110.0,,B,Patrový,,,,615.0,,Samostatný,14689999,50.012775,14.675266,"Mírová, Říčany - Pacov",11,50.0875,14.4213889,19.940481761096354
777,572384588,2255.0,304.0,4109.0,234.0,1254.0,459.0,3404.0,3232.0,312.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,,380.0,,G,Patrový,2 včetně 1 podzemního,,,1220.0,,Samostatný,21900000,49.94416,14.427092,"Oblouková, Ohrobec",11,50.0875,14.4213889,15.94388896930486
778,2240800076,0.0,3640.0,0.0,48.0,6148.0,3210.0,0.0,4628.0,2583.0,0.0,0.0,Dnes,Cihlová,Novostavba,Klidná část obce,184.0,včetně právního servisu,A,Přízemní,,,1.0,1173.0,,Samostatný,16490000,49.738976,14.232328,"Drhovy, okres Příbram",11,50.0875,14.4213889,41.050453139614305
780,342070604,1823.0,978.0,0.0,174.0,1133.0,797.0,3344.0,1111.0,2689.0,0.0,0.0,Dnes,Cihlová,Novostavba,Centrum obce,189.0,,A,Patrový,2,1,1.0,1000.0,,Samostatný,16990000,50.090595,14.756527,"Na Statku, Tuklaty - Tlustovousy",11,50.0875,14.4213889,23.911962739198433
781,2384590156,4702.0,1092.0,5155.0,90.0,2275.0,1200.0,0.0,2136.0,1182.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,,300.0,"včetně DPH, včetně provize, včetně právního servisu, cena k jednání",G,Patrový,,1,1.0,1155.0,,Samostatný,27490000,50.184471,14.455507,"Sedlec, okres Praha-východ",11,50.0875,14.4213889,11.053474771339198
783,224187724,2185.0,1090.0,2018.0,48.0,974.0,974.0,2684.0,1490.0,1338.0,0.0,0.0,Dnes,Smíšená,Po rekonstrukci,,220.0,,G,Patrový,2,1,,795.0,,Samostatný,13890000,50.012775,14.675266,"Mírová, Říčany - Pacov",11,50.0875,14.4213889,19.940481761096354
784,2288907596,1897.0,1530.0,2663.0,455.0,1593.0,1620.0,0.0,1939.0,1633.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,Klidná část obce,150.0,"včetně provize, včetně právního servisu",D,Patrový,2,,1.0,182.0,,Řadový,7759000,50.253445,14.28074,"Akátová, Nelahozeves - Lešany",11,50.0875,14.4213889,20.995907834943573
785,3298092364,1856.0,660.0,0.0,350.0,356.0,662.0,0.0,2003.0,1620.0,0.0,0.0,Dnes,Dřevěná,Novostavba,Klidná část obce,166.0,"včetně provize, včetně právního servisu",B,Přízemní,,1,,1271.0,,Samostatný,7850000,49.844166,14.524945,"Lešany, okres Benešov",11,50.0875,14.4213889,28.052992794098454
786,4208321868,1612.0,96.0,2009.0,224.0,503.0,428.0,1881.0,183.0,99.0,0.0,0.0,Dnes,Cihlová,Po rekonstrukci,Klidná část obce,194.0,"včetně provize, včetně právního servisu",G,Přízemní,,1,1.0,1184.0,1,Samostatný,25000000,49.994358,14.686372,"Jedlová, Říčany - Strašín",11,50.0875,14.4213889,21.57226157215624
788,643298636,0.0,820.0,3909.0,211.0,3524.0,3096.0,0.0,3247.0,844.0,0.0,0.0,Dnes,Cihlová,Novostavba,Klidná část obce,112.0,,B,Přízemní,1,,,816.0,,Samostatný,11900000,50.016315,14.785696,"Nebeská, Doubravčice",11,50.0875,14.4213889,27.188315573324115
789,2017326412,2067.0,1402.0,4033.0,251.0,1337.0,1413.0,0.0,967.0,1617.0,0.0,0.0,Dnes,Cihlová,Dobrý,Okraj obce,150.0,,G,Patrový,2,,,905.0,,Samostatný,8990000,50.211182,14.637305,"Záryby - Martinov, okres Praha-východ",11,50.0875,14.4213889,20.63549404119442
792,231572812,58.0,770.0,5326.0,79.0,720.0,710.0,0.0,887.0,257.0,0.0,0.0,Dnes,Dřevěná,Velmi dobrý,,90.0,,B,Patrový,2,,,338.0,,Řadový,9700000,50.023701,14.225683,"Pod Nádražím, Nučice",11,50.0875,14.4213889,15.669675628095552
793,3237045324,3868.0,144.0,3854.0,253.0,424.0,151.0,0.0,2124.0,231.0,0.0,0.0,Dnes,Cihlová,Dobrý,Klidná část obce,233.0,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,2 včetně 1 podzemního,2,,1196.0,50,Samostatný,9600000,49.954433,14.749213,"Spojovací, Struhařov",11,50.0875,14.4213889,27.70324634184927
794,3193689420,4008.0,1095.0,3257.0,362.0,2640.0,1118.0,4458.0,375.0,1114.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,Klidná část obce,136.0,"včetně provize, právního servisu, úschovy",B,Patrový,2,1,1.0,696.0,1,Řadový,20548500,50.032784,14.673586,"U Silničky, Křenice",11,50.0875,14.4213889,19.003421874144703
795,2809828684,1289.0,514.0,0.0,273.0,507.0,507.0,0.0,2517.0,274.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,Klidná část obce,148.0,,C,Přízemní,1,,1.0,885.0,,Samostatný,13900000,49.807503,14.279872,"Malá Hraštice, okres Příbram",11,50.0875,14.4213889,32.73949387095979
796,3608339788,1912.0,196.0,3058.0,272.0,189.0,320.0,0.0,1976.0,373.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,Klidná část obce,111.0,včetně provize a právního servisu,D,Patrový,2,1,1.0,625.0,,Samostatný,10990000,50.176037,14.553588,"Kostelecká, Veleň",11,50.0875,14.4213889,13.62767936202294
799,160089164,435.0,111.0,3739.0,82.0,100.0,1843.0,0.0,175.0,3684.0,0.0,0.0,Dnes,Cihlová,Novostavba,,132.0,,G,Patrový,2,,,480.0,,Řadový,10300000,50.201111,14.220274,"Koleč, okres Kladno",11,50.0875,14.4213889,19.104489756891635
800,4119372876,435.0,111.0,3739.0,82.0,100.0,1843.0,0.0,175.0,3684.0,0.0,0.0,Dnes,Cihlová,Novostavba,,132.0,,B,Patrový,2,,,754.0,,Řadový,9980000,50.20116,14.220407,"Koleč, okres Kladno",11,50.0875,14.4213889,19.100980260437016
801,1164944460,435.0,111.0,3739.0,82.0,100.0,1843.0,0.0,175.0,3684.0,0.0,0.0,Dnes,Cihlová,Novostavba,,132.0,,B,Patrový,2,,,520.0,,Řadový,10500000,50.201031,14.22029,"Koleč, okres Kladno",11,50.0875,14.4213889,19.097762110513802
803,3936200012,665.0,831.0,1264.0,616.0,596.0,726.0,0.0,1097.0,741.0,0.0,0.0,Dnes,Smíšená,Novostavba,,206.0,"cena je včetně provize, právních a finančních služeb",B,Patrový,3,1,,415.0,25,V bloku,14490000,49.915752,14.248046,"V Luhu, Řevnice",11,50.0875,14.4213889,22.76415504725072
804,1810289996,725.0,892.0,1210.0,580.0,657.0,671.0,0.0,1161.0,802.0,0.0,0.0,Dnes,Smíšená,Novostavba,,206.0,"cena je včetně provize, právních a finančních služeb",B,Patrový,3,1,,433.0,25,V bloku,13990000,49.915909,14.248905,"V Luhu, Řevnice",11,50.0875,14.4213889,22.716123858285062
805,3023234380,1649.0,1029.0,0.0,346.0,1036.0,758.0,0.0,3601.0,996.0,0.0,0.0,Dnes,Cihlová,Velmi dobrý,Klidná část obce,216.0,Cena včetně provize a právního servisu,D,Patrový,3,1,1.0,1488.0,7,Samostatný,20450000,49.912609,14.640469,"Na Zeleném Vršku, Velké Popovice - Brtnice",11,50.0875,14.4213889,24.967545023445492
806,2974651724,2380.0,409.0,0.0,378.0,470.0,547.0,2386.0,2540.0,192.0,0.0,0.0,Dnes,Cihlová,Novostavba,,145.0,cena včetně kompletního movitého vybavení,B,Patrový,,,,529.0,,Samostatný,18500000,50.108383,14.680059,"Šestajovice, okres Praha-východ",11,50.0875,14.4213889,18.596219484368405
807,3487880524,0.0,306.0,0.0,307.0,344.0,788.0,0.0,2489.0,227.0,0.0,0.0,Dnes,Cihlová,Po rekonstrukci,,160.0,,G,Patrový,,,,444.0,,Samostatný,7999000,49.993969,14.859153,"Kostelec nad Černými lesy, okres Praha-východ",11,50.0875,14.4213889,32.94702706654562
808,996668748,1312.0,1914.0,2967.0,598.0,2447.0,1796.0,0.0,588.0,1954.0,0.0,0.0,Dnes,Cihlová,Novostavba,,459.0,,G,Patrový,,1,,1348.0,,Samostatný,12360000,49.849262,14.295258,"Zahořany, okres Praha-západ",11,50.0875,14.4213889,27.98472951191964
809,1395168588,685.0,124.0,2918.0,162.0,1464.0,1464.0,2537.0,380.0,1103.0,0.0,0.0,Dnes,Cihlová,Novostavba,,179.0,,B,Patrový,,,,416.0,,Řadový,13998660,50.401299,14.886973,"Bezděčínská, Mladá Boleslav - Čejetičky",11,50.0875,14.4213889,48.100255491284
811,1415877964,3685.0,108.0,0.0,75.0,2894.0,174.0,3963.0,68.0,2884.0,0.0,0.0,Dnes,Smíšená,Velmi dobrý,,170.0,,G,Patrový,,,,594.0,,Samostatný,9991000,50.106335,14.740501,"Horoušany, okres Praha-východ",11,50.0875,14.4213889,22.858565823587007
812,2744288588,868.0,181.0,1694.0,234.0,366.0,141.0,0.0,142.0,40.0,0.0,0.0,Dnes,Cihlová,Novostavba,,141.0,,B,Patrový,,,,433.0,,Řadový,9399000,50.142418,15.118812,"Poděbrady, okres Nymburk",11,50.0875,14.4213889,50.10217411724759
